bro_identifier,broId,tubeNumber,constructionStandard,coordinateTransformation,corrected,deliveredLocation,deliveryAccountableParty,deliveryContext,deregistered,groundLevelPosition,groundLevelPositioningMethod,groundLevelStable,horizontalPositioningMethod,id,initialFunction,localVerticalReferencePoint,numberOfMonitoringTubes,objectRegistrationTime,offset,owner,qualityRegime,registrationStatus,removed,reregistered,standardizedLocation,underReview,verticalDatum,wellCode,wellConstructionDate,wellHeadProtector,withPrehistory,latestCorrectionTime,tubeType,artesianWellCapPresent,sedimentSumpPresent,numberOfGeoOhmCables,tubeTopDiameter,variableDiameter,tubeStatus,tubeTopPosition,tubeTopPositioningMethod,tubePartInserted,tubeInUse,tubePackingMaterial,tubeMaterial,glue,screenLength,sockMaterial,screenTopPosition,screenBottomPosition,plainTubePartLength,sedimentSumpLength,x,y,geometry,ref_distance,dp,distance_to_ref,region
GMW000000082222-0,GMW000000082222,0,geen,RDNAPTRANS2018,nee,POINT (52839.67 406949.47),51640813,WW,nee,5.82,RTKGPS0tot4cm,ja,RTKGPS0tot2cm,BRO_0003,stand,NAP,1,2024-04-03T21:27:27+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (3.911245758 51.642069998),nee,NAP,GMW42H143101,2021-12-11,potNietWaterdicht,nee,,standaardbuis,nee,ja,0,24,nee,gebruiksklaar,5.73,RTKGPS0tot4cm,nee,onbekend,bentonietFiltergrind,pvc,geen,1,pp,-0.58,-1.58,6.31,1.0,52839.67,406949.47,POINT (52839.67 406949.47),20700.0,207.0,-10.23030229912169,Os
GMW000000082223-1,GMW000000082223,1,NEN5104,RDNAPTRANS2018,nee,POINT (65965.661 403098.831),51640813,WW,nee,1.52,tachymetrie0tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2024-04-03T21:31:35+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.101815212 51.609703115),nee,NAP,GMW43C143102,2020-10-15,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,1.46,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-3.98,-4.98,5.44,1.0,65965.661,403098.831,POINT (65965.661 403098.831),78902.0,789.02,-15.55873701350189,Os
GMW000000082224-1,GMW000000082224,1,NEN5104,RDNAPTRANS2018,nee,POINT (65204.461 403315.872),51640813,WW,nee,1.02,tachymetrie0tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2024-04-03T21:31:36+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.090772728 51.611532337),nee,NAP,GMW43C143103,2020-10-20,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,0.88,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-11.98,-12.98,12.86,1.0,65204.461,403315.872,POINT (65204.461 403315.872),79699.0,796.99,-12.258721743269446,Os
GMW000000082224-2,GMW000000082224,2,NEN5104,RDNAPTRANS2018,nee,POINT (65204.461 403315.872),51640813,WW,nee,1.02,tachymetrie0tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2024-04-03T21:31:36+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.090772728 51.611532337),nee,NAP,GMW43C143103,2020-10-20,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,0.91,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-7.48,-8.48,8.39,1.0,65204.461,403315.872,POINT (65204.461 403315.872),79699.0,796.99,-12.258721743269446,Os
GMW000000082225-1,GMW000000082225,1,NEN5104,RDNAPTRANS2018,nee,POINT (65594.11 403227.985),51640813,WW,nee,1.31,tachymetrie0tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2024-04-03T21:31:37+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.09641941 51.610804727),nee,NAP,GMW43C143104,2020-10-15,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,1.24,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-2.19,-3.19,3.43,1.0,65594.11,403227.985,POINT (65594.11 403227.985),79300.0,793.0,-11.873477018776073,Os
GMW000000082226-1,GMW000000082226,1,NEN5104,RDNAPTRANS2018,nee,POINT (65596.718 403238.411),51640813,WW,nee,5.75,tachymetrie0tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2024-04-03T21:31:38+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.096454385 51.610898838),nee,NAP,GMW43C143105,2020-10-13,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,5.62,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-2.25,-3.25,7.87,1.0,65596.718,403238.411,POINT (65596.718 403238.411),79299.0,792.99,-1.1299049770994645,Os
GMW000000082227-1,GMW000000082227,1,NEN5104,RDNAPTRANS2018,nee,POINT (65971.144 403112.388),51640813,WW,nee,5.59,tachymetrie0tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2024-04-03T21:31:39+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.101890896 51.609825819),nee,NAP,GMW43C143106,2020-10-14,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,5.479,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-2.411,-3.411,7.89,1.0,65971.144,403112.388,POINT (65971.144 403112.388),78901.0,789.01,-0.983540879846806,Os
GMW000000082228-1,GMW000000082228,1,NEN5104,RDNAPTRANS2018,nee,POINT (65206.653 403326.077),51640813,WW,nee,5.26,tachymetrie0tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2024-04-03T21:31:40+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.090801745 51.611624397),nee,NAP,GMW43C143107,2020-10-13,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,5.17,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-11.74,-12.74,16.91,1.0,65206.653,403326.077,POINT (65206.653 403326.077),79699.0,796.99,-1.8212594761076484,Os
GMW000000082228-2,GMW000000082228,2,NEN5104,RDNAPTRANS2018,nee,POINT (65206.653 403326.077),51640813,WW,nee,5.26,tachymetrie0tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2024-04-03T21:31:40+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.090801745 51.611624397),nee,NAP,GMW43C143107,2020-10-13,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,5.229,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-8.241,-9.241,13.47,1.0,65206.653,403326.077,POINT (65206.653 403326.077),79699.0,796.99,-1.8212594761076484,Os
GMW000000082229-1,GMW000000082229,1,NEN5766,RDNAPTRANS2018,nee,POINT (60827.182 398362.174),51640813,WW,nee,6.833,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2024-04-03T21:33:52+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.028925825 51.566298046),nee,NAP,GMW49A143108,2024-01-09,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,6.773,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-4.167,-5.167,10.94,1.0,60827.182,398362.174,POINT (60827.182 398362.174),93107.0,931.07,-1.8373417165062487,Os
GMW000000082229-2,GMW000000082229,2,NEN5766,RDNAPTRANS2018,nee,POINT (60827.182 398362.174),51640813,WW,nee,6.833,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2024-04-03T21:33:52+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.028925825 51.566298046),nee,NAP,GMW49A143108,2024-01-09,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,6.783,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,1.533,0.533,5.25,1.0,60827.182,398362.174,POINT (60827.182 398362.174),93107.0,931.07,-1.8373417165062487,Os
GMW000000082230-1,GMW000000082230,1,NEN5766,RDNAPTRANS2018,nee,POINT (65853.272 393643.682),51640813,WW,nee,6.605,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2024-04-03T21:33:53+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.102600035 51.524713865),nee,NAP,GMW49A143109,2023-08-23,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,6.505,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,1.855,0.855,4.65,1.0,65853.272,393643.682,POINT (65853.272 393643.682),102000.0,1020.0,-2.2017809381223503,Os
GMW000000082231-1,GMW000000082231,1,NEN5766,RDNAPTRANS2018,nee,POINT (59317.765 401455.34),51640813,WW,nee,5.43,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2024-04-03T21:33:54+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.006315617 51.593839896),nee,NAP,GMW42H143110,2023-11-27,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,5.38,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-6.57,-7.57,11.95,1.0,59317.765,401455.34,POINT (59317.765 401455.34),86875.0,868.75,-14.470838330851262,Os
GMW000000082232-1,GMW000000082232,1,NEN5766,RDNAPTRANS2018,nee,POINT (57775.066 400071.357),51640813,WW,nee,7.275,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2024-04-03T21:33:55+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (3.9844423 51.581137782),nee,NAP,GMW42H143111,2023-12-05,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,7.175,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-0.025,-1.025,7.2,1.0,57775.066,400071.357,POINT (57775.066 400071.357),89395.0,893.95,-1.0818906813052305,Os
GMW000000082233-1,GMW000000082233,1,NEN5766,RDNAPTRANS2018,nee,POINT (63822.498 394067.174),51640813,WW,nee,7.698,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2024-04-03T21:33:56+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.07323383 51.528194212),nee,NAP,GMW49A143112,2023-08-23,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,7.648,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,2.648,1.648,5.0,1.0,63822.498,394067.174,POINT (63822.498 394067.174),99700.0,997.0,-0.31336114535130916,Os
GMW000000082234-1,GMW000000082234,1,NEN5766,RDNAPTRANS2018,nee,POINT (59285.633 401410.123),51640813,WW,nee,5.747,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2024-04-03T21:33:57+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.005864391 51.593428075),nee,NAP,GMW42H143113,2023-11-28,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,5.667,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-6.253,-7.253,11.92,1.0,59285.633,401410.123,POINT (59285.633 401410.123),86956.0,869.56,-17.760976127452224,Os
GMW000000082235-1,GMW000000082235,1,NEN5766,RDNAPTRANS2018,nee,POINT (58102.304 401182.633),51640813,WW,nee,7.674,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2024-04-03T21:33:58+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (3.988854608 51.591180795),nee,NAP,GMW42H143114,2023-12-01,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,7.574,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-4.326,-5.326,11.9,1.0,58102.304,401182.633,POINT (58102.304 401182.633),88204.0,882.04,-1.6172776056995082,Os
GMW000000082235-2,GMW000000082235,2,NEN5766,RDNAPTRANS2018,nee,POINT (58102.304 401182.633),51640813,WW,nee,7.674,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2024-04-03T21:33:58+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (3.988854608 51.591180795),nee,NAP,GMW42H143114,2023-12-01,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,7.604,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,0.674,-0.326,6.93,1.0,58102.304,401182.633,POINT (58102.304 401182.633),88204.0,882.04,-1.6172776056995082,Os
GMW000000082236-1,GMW000000082236,1,NEN5766,RDNAPTRANS2018,nee,POINT (57800.685 400074.22),51640813,WW,nee,1.254,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2024-04-03T21:33:59+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (3.98481103 51.581167943),nee,NAP,GMW42H143115,2023-12-04,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,1.164,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,0.754,-0.246,0.41,1.0,57800.685,400074.22,POINT (57800.685 400074.22),89400.0,894.0,-26.282367274875966,Os
GMW000000082237-1,GMW000000082237,1,NEN5766,RDNAPTRANS2018,nee,POINT (68736.213 393264.911),51640813,WW,nee,5.966,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2024-04-03T21:34:00+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.144226663 51.521759277),nee,NAP,GMW49A143116,2023-09-21,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,5.916,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,1.566,0.566,4.35,1.0,68736.213,393264.911,POINT (68736.213 393264.911),105200.0,1052.0,-1.3405318160137853,Os
GMW000000082238-1,GMW000000082238,1,NEN5766,RDNAPTRANS2018,nee,POINT (59628.721 399026.431),51640813,WW,nee,1.429,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2024-04-03T21:34:01+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.011464005 51.57206528),nee,NAP,GMW48F143117,2023-12-06,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,1.349,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-12.571,-13.571,13.92,1.0,59628.721,399026.431,POINT (59628.721 399026.431),91709.0,917.09,-19.570989281740037,Os
GMW000000082238-2,GMW000000082238,2,NEN5766,RDNAPTRANS2018,nee,POINT (59628.721 399026.431),51640813,WW,nee,1.429,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2024-04-03T21:34:01+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.011464005 51.57206528),nee,NAP,GMW48F143117,2023-12-06,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,1.379,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-8.071,-9.071,9.45,1.0,59628.721,399026.431,POINT (59628.721 399026.431),91709.0,917.09,-19.570989281740037,Os
GMW000000082239-1,GMW000000082239,1,NEN5766,RDNAPTRANS2018,nee,POINT (59315.069 401606.065),51640813,WW,nee,6.89,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2024-04-03T21:34:03+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.006235483 51.595193934),nee,NAP,GMW42H143118,2023-11-22,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,6.76,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-4.91,-5.91,11.67,1.0,59315.069,401606.065,POINT (59315.069 401606.065),86604.0,866.04,-0.8112467948023683,Os
GMW000000082239-2,GMW000000082239,2,NEN5766,RDNAPTRANS2018,nee,POINT (59315.069 401606.065),51640813,WW,nee,6.89,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2024-04-03T21:34:03+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.006235483 51.595193934),nee,NAP,GMW42H143118,2023-11-22,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,6.81,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,1.09,0.09,5.72,1.0,59315.069,401606.065,POINT (59315.069 401606.065),86604.0,866.04,-0.8112467948023683,Os
GMW000000082240-1,GMW000000082240,1,NEN5766,RDNAPTRANS2018,nee,POINT (59628.721 399026.431),51640813,WW,nee,1.429,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2024-04-03T21:34:04+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.011464005 51.57206528),nee,NAP,GMW48F143119,2023-12-06,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,1.349,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-1.571,-2.571,2.92,1.0,59628.721,399026.431,POINT (59628.721 399026.431),91709.0,917.09,-19.570989281740037,Os
GMW000000082241-1,GMW000000082241,1,NEN5766,RDNAPTRANS2018,nee,POINT (65164.774 393753.562),51640813,WW,nee,7.092,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2024-04-03T21:34:05+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.092653066 51.525591815),nee,NAP,GMW49A143120,2023-08-24,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,7.042,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,1.292,0.292,5.75,1.0,65164.774,393753.562,POINT (65164.774 393753.562),101200.0,1012.0,-1.0242416940957089,Os
GMW000000082242-1,GMW000000082242,1,NEN5766,RDNAPTRANS2018,nee,POINT (59300.041 401469.218),51640813,WW,nee,6.03,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2024-04-03T21:34:07+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.006056098 51.593961591),nee,NAP,GMW42H143121,2023-11-23,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,5.88,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-5.47,-6.47,11.35,1.0,59300.041,401469.218,POINT (59300.041 401469.218),86867.0,868.67,-0.4683851966575203,Os
GMW000000082242-2,GMW000000082242,2,NEN5766,RDNAPTRANS2018,nee,POINT (59300.041 401469.218),51640813,WW,nee,6.03,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2024-04-03T21:34:07+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.006056098 51.593961591),nee,NAP,GMW42H143121,2023-11-23,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,5.93,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,2.03,1.03,3.9,1.0,59300.041,401469.218,POINT (59300.041 401469.218),86867.0,868.67,-0.4683851966575203,Os
GMW000000082243-1,GMW000000082243,1,NEN5766,RDNAPTRANS2018,nee,POINT (66745.226 393575.72),51640813,WW,nee,6.21,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2024-04-03T21:34:08+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.115467126 51.524243721),nee,NAP,GMW49A143122,2023-09-20,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,6.16,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,1.21,0.21,4.95,1.0,66745.226,393575.72,POINT (66745.226 393575.72),102900.0,1029.0,-0.8614761205365388,Os
GMW000000082244-1,GMW000000082244,1,NEN5766,RDNAPTRANS2018,nee,POINT (60781.196 398400.232),51640813,WW,nee,2.492,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2024-04-03T21:34:09+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.0282525 51.566632349),nee,NAP,GMW49A143123,2023-12-07,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,2.392,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-4.508,-5.508,6.9,1.0,60781.196,398400.232,POINT (60781.196 398400.232),93050.0,930.5,-17.822019701748815,Os
GMW000000082244-2,GMW000000082244,2,NEN5766,RDNAPTRANS2018,nee,POINT (60781.196 398400.232),51640813,WW,nee,2.492,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2024-04-03T21:34:09+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.0282525 51.566632349),nee,NAP,GMW49A143123,2023-12-07,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,2.432,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-1.908,-2.908,4.34,1.0,60781.196,398400.232,POINT (60781.196 398400.232),93050.0,930.5,-17.822019701748815,Os
GMW000000082245-1,GMW000000082245,1,NEN5766,RDNAPTRANS2018,nee,POINT (63121.737 403079.799),51640813,WW,nee,5.89,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2024-04-03T21:34:10+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.060773092 51.609073727),nee,NAP,GMW43C143124,2023-11-15,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,5.78,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,0.39,-0.61,5.39,0.5,63121.737,403079.799,POINT (63121.737 403079.799),81999.0,819.99,-1.910417349588366,Os
GMW000000082245-2,GMW000000082245,2,NEN5766,RDNAPTRANS2018,nee,POINT (63121.737 403079.799),51640813,WW,nee,5.89,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2024-04-03T21:34:10+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.060773092 51.609073727),nee,NAP,GMW43C143124,2023-11-15,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,5.84,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,2.69,1.69,3.15,1.0,63121.737,403079.799,POINT (63121.737 403079.799),81999.0,819.99,-1.910417349588366,Os
GMW000000082246-1,GMW000000082246,1,NEN5766,RDNAPTRANS2018,nee,POINT (60354.053 401812.434),51640813,WW,nee,1.4,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2024-04-03T21:34:11+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.02117057 51.59722458),nee,NAP,GMW43C143125,2023-11-17,kokerNietMetaal,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,1.25,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-6.3,-7.3,7.55,1.0,60354.053,401812.434,POINT (60354.053 401812.434),85398.0,853.98,-19.56040537844369,Os
GMW000000082246-2,GMW000000082246,2,NEN5766,RDNAPTRANS2018,nee,POINT (60354.053 401812.434),51640813,WW,nee,1.4,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2024-04-03T21:34:11+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.02117057 51.59722458),nee,NAP,GMW43C143125,2023-11-17,kokerNietMetaal,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,1.3,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-0.4,-1.4,1.7,1.0,60354.053,401812.434,POINT (60354.053 401812.434),85398.0,853.98,-19.56040537844369,Os
GMW000000082247-1,GMW000000082247,1,NEN5766,RDNAPTRANS2018,nee,POINT (70662.177 392751.642),51640813,WW,nee,6.79,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2024-04-03T21:34:13+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.172094948 51.517438472),nee,NAP,GMW49B143126,2023-09-22,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,6.74,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,0.24,-0.76,6.5,1.0,70662.177,392751.642,POINT (70662.177 392751.642),107601.0,1076.01,-0.860919400582858,Os
GMW000000082248-1,GMW000000082248,1,NEN5766,RDNAPTRANS2018,nee,POINT (58112.692 401171.052),51640813,WW,nee,2.096,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2024-04-03T21:34:14+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (3.989007684 51.591078515),nee,NAP,GMW42H143127,2023-11-29,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,1.996,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-3.904,-4.904,5.9,1.0,58112.692,401171.052,POINT (58112.692 401171.052),88206.0,882.06,-16.97289920102889,Os
GMW000000082248-2,GMW000000082248,2,NEN5766,RDNAPTRANS2018,nee,POINT (58112.692 401171.052),51640813,WW,nee,2.096,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2024-04-03T21:34:14+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (3.989007684 51.591078515),nee,NAP,GMW42H143127,2023-11-29,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,2.046,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,0.996,-0.004,1.05,1.0,58112.692,401171.052,POINT (58112.692 401171.052),88206.0,882.06,-16.97289920102889,Os
GMW000000082249-1,GMW000000082249,1,NEN5766,RDNAPTRANS2018,nee,POINT (59324.566 401587.773),51640813,WW,nee,1.34,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2024-04-03T21:34:15+02:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.006377513 51.59503117),nee,NAP,GMW42H143128,2023-11-23,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,1.2,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-6.96,-7.96,8.16,1.0,59324.566,401587.773,POINT (59324.566 401587.773),86603.0,866.03,-21.410882538602195,Os
