bro_identifier,broId,tubeNumber,constructionStandard,coordinateTransformation,corrected,deliveredLocation,deliveryAccountableParty,deliveryContext,deregistered,groundLevelPosition,groundLevelPositioningMethod,groundLevelStable,horizontalPositioningMethod,id,initialFunction,localVerticalReferencePoint,numberOfMonitoringTubes,objectRegistrationTime,offset,owner,qualityRegime,registrationStatus,removed,reregistered,standardizedLocation,underReview,verticalDatum,wellCode,wellConstructionDate,wellHeadProtector,withPrehistory,latestCorrectionTime,tubeType,artesianWellCapPresent,sedimentSumpPresent,numberOfGeoOhmCables,tubeTopDiameter,variableDiameter,tubeStatus,tubeTopPosition,tubeTopPositioningMethod,tubePartInserted,tubeInUse,tubePackingMaterial,tubeMaterial,glue,screenLength,sockMaterial,screenTopPosition,screenBottomPosition,plainTubePartLength,sedimentSumpLength,x,y,geometry,ref_distance,dp,distance_to_ref,region
GMW000000112477-1,GMW000000112477,1,NEN5766,RDNAPTRANS2018,ja,POINT (66155.456 402611.975),51640813,WW,nee,5.289,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2025-12-15T20:03:17+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (4.104678398 51.605357922),nee,NAP,GMW43C162400,2016-01-01,potNietWaterdicht,ja,2025-12-18T10:08:23+01:00,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,5.168,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,1.789,0.789,3.379,1.0,66155.456,402611.975,POINT (66155.456 402611.975),78302.0,783.02,34.6835408498932,Os
GMW000000112477-2,GMW000000112477,2,NEN5766,RDNAPTRANS2018,ja,POINT (66155.456 402611.975),51640813,WW,nee,5.289,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2025-12-15T20:03:17+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (4.104678398 51.605357922),nee,NAP,GMW43C162400,2016-01-01,potNietWaterdicht,ja,2025-12-18T10:08:23+01:00,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,5.218,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-4.711,-5.711,9.929,1.0,66155.456,402611.975,POINT (66155.456 402611.975),78302.0,783.02,34.6835408498932,Os
GMW000000112480-1,GMW000000112480,1,NEN5766,RDNAPTRANS2018,nee,POINT (64050.872 397070.69),51640813,publiekeTaak,nee,-0.8,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,kwaliteit,NAP,1,2025-12-15T20:04:12+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (4.075745266 51.5552229),nee,NAP,GMW49A162403,2017-01-01,kokerNietMetaal,ja,,standaardbuis,ja,onbekend,0,28,nee,gebruiksklaar,-0.78,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,onbekend,1,geen,-2.78,-3.78,2.0,,64050.872,397070.69,POINT (64050.872 397070.69),97105.0,971.05,-1585.321352690998,Os
GMW000000112482-1,GMW000000112482,1,NEN5766,RDNAPTRANS2018,nee,POINT (50263.49 411053.41),51640813,publiekeTaak,nee,-1.605,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,kwaliteit,NAP,1,2025-12-15T20:04:49+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (3.872805811 51.678472432),nee,NAP,GMW42H162405,2017-01-01,kokerNietMetaal,ja,,standaardbuis,ja,onbekend,0,28,nee,gebruiksklaar,-1.535,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,onbekend,1,geen,-3.535,-4.535,2.0,,50263.49,411053.41,POINT (50263.49 411053.41),13533.0,135.33,-645.6984018870517,Os
GMW000000112483-1,GMW000000112483,1,NEN5766,RDNAPTRANS2018,nee,POINT (74795.854 395353.909),51640813,publiekeTaak,nee,0.126,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,kwaliteit,NAP,1,2025-12-15T20:05:07+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (4.231044175 51.541429637),nee,NAP,GMW49B162406,2017-01-01,kokerNietMetaal,ja,,standaardbuis,ja,onbekend,0,28,nee,gebruiksklaar,0.166,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,onbekend,1,geen,-1.834,-2.834,2.0,,74795.854,395353.909,POINT (74795.854 395353.909),108012.0,1080.12,-4771.1368014487225,Os
GMW000000112487-1,GMW000000112487,1,NEN5766,RDNAPTRANS2018,nee,POINT (62931.817 395554.202),51640813,WW,nee,5.18,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2025-12-15T20:06:20+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (4.060011184 51.541412548),nee,NAP,GMW49A162410,2007-01-01,potNietWaterdicht,ja,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,5.1,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,3.1,2.1,2.0,1.0,62931.817,395554.202,POINT (62931.817 395554.202),97500.0,975.0,10.134448460848363,Os
GMW000000112487-2,GMW000000112487,2,NEN5766,RDNAPTRANS2018,nee,POINT (62931.817 395554.202),51640813,WW,nee,5.18,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2025-12-15T20:06:20+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (4.060011184 51.541412548),nee,NAP,GMW49A162410,2007-01-01,potNietWaterdicht,ja,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,5.06,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-12.94,-13.94,18.0,1.0,62931.817,395554.202,POINT (62931.817 395554.202),97500.0,975.0,10.134448460848363,Os
GMW000000112488-1,GMW000000112488,1,NEN5766,RDNAPTRANS2018,nee,POINT (42701.611 412429.512),51640813,publiekeTaak,nee,-0.889,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,kwaliteit,NAP,1,2025-12-15T20:06:38+01:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (3.76306445 51.689372599),nee,NAP,GMW42G162411,2022-01-01,kokerNietMetaal,nee,,standaardbuis,ja,nee,0,28,nee,gebruiksklaar,-0.829,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-2.829,-3.829,2.0,,42701.611,412429.512,POINT (42701.611 412429.512),4386.0,43.86,-1057.0068254625453,Os
GMW000000112490-1,GMW000000112490,1,NEN5766,RDNAPTRANS2018,nee,POINT (74838.802 395252.345),51640813,publiekeTaak,nee,0.488,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,kwaliteit,NAP,1,2025-12-15T20:07:15+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (4.231686363 51.540522987),nee,NAP,GMW49B162413,2017-01-01,kokerNietMetaal,ja,,standaardbuis,ja,onbekend,0,28,nee,gebruiksklaar,0.538,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,onbekend,1,geen,-1.462,-2.462,2.0,,74838.802,395252.345,POINT (74838.802 395252.345),108012.0,1080.12,-4745.766291522752,Os
GMW000000112492-1,GMW000000112492,1,NEN5766,RDNAPTRANS2018,nee,POINT (74855.919 395228.584),51640813,publiekeTaak,nee,0.399,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,kwaliteit,NAP,1,2025-12-15T20:07:51+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (4.231938482 51.540311883),nee,NAP,GMW49B162415,2017-01-01,kokerNietMetaal,ja,,standaardbuis,ja,onbekend,0,28,nee,gebruiksklaar,0.429,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,onbekend,1,geen,-1.571,-2.571,2.0,,74855.919,395228.584,POINT (74855.919 395228.584),108012.0,1080.12,-4745.954768346172,Os
GMW000000112497-1,GMW000000112497,1,NEN5766,RDNAPTRANS2018,nee,POINT (65873.046 393680.117),51640813,WW,nee,-0.207,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2025-12-15T20:09:22+01:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.102875659 51.525044431),nee,NAP,GMW49A162420,2019-01-01,kokerNietMetaal,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,0.167,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-1.707,-2.707,1.874,1.0,65873.046,393680.117,POINT (65873.046 393680.117),102019.0,1020.19,-42.70417113296361,Os
GMW000000112498-1,GMW000000112498,1,NEN5766,RDNAPTRANS2018,nee,POINT (65102.304 393932.987),51640813,WW,nee,2.236,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2025-12-15T20:09:40+01:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.091707123 51.527194284),nee,NAP,GMW49A162421,2019-01-01,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,2.183,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-0.763,-1.763,2.946,1.0,65102.304,393932.987,POINT (65102.304 393932.987),101000.0,1010.0,-19.02043887892448,Os
GMW000000112503-1,GMW000000112503,1,NEN5766,RDNAPTRANS2018,nee,POINT (62335.771 396534.461),51640813,WW,nee,1.578,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2025-12-15T20:11:12+01:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.051162171 51.550123862),nee,NAP,GMW49A162426,2018-01-01,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,1.546,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,0.078,-0.922,1.468,1.0,62335.771,396534.461,POINT (62335.771 396534.461),96100.0,961.0,-21.895963879825107,Os
GMW000000112504-1,GMW000000112504,1,NEN5766,RDNAPTRANS2018,nee,POINT (63871.631 397053.525),51640813,publiekeTaak,nee,-0.757,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,kwaliteit,NAP,1,2025-12-15T20:11:30+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (4.073165779 51.555039612),nee,NAP,GMW49A162427,2017-01-01,potNietWaterdicht,ja,,standaardbuis,ja,onbekend,0,28,nee,gebruiksklaar,-0.757,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,onbekend,1,geen,-2.807,-3.807,2.05,,63871.631,397053.525,POINT (63871.631 397053.525),96995.0,969.95,-1453.6977108729177,Os
GMW000000112508-1,GMW000000112508,1,NEN5766,RDNAPTRANS2018,nee,POINT (64009.322 396991.733),51640813,publiekeTaak,nee,-1.352,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,kwaliteit,NAP,1,2025-12-15T20:12:43+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (4.075166778 51.554506612),nee,NAP,GMW49A162431,2017-01-01,kokerNietMetaal,ja,,standaardbuis,ja,onbekend,0,28,nee,gebruiksklaar,-1.312,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,onbekend,1,geen,-3.312,-4.312,2.0,,64009.322,396991.733,POINT (64009.322 396991.733),97105.0,971.05,-1499.0131413116496,Os
GMW000000112509-1,GMW000000112509,1,NEN5766,RDNAPTRANS2018,nee,POINT (63230.058 394809.862),51640813,WW,nee,8.03,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2025-12-15T20:13:01+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (4.06450405 51.534772163),nee,NAP,GMW49A162432,2007-01-01,potNietWaterdicht,ja,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,7.93,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-2.07,-3.07,10.0,1.0,63230.058,394809.862,POINT (63230.058 394809.862),98299.0,982.99,-1.442101491224712,Os
GMW000000112510-1,GMW000000112510,1,NEN5766,RDNAPTRANS2018,nee,POINT (64107.184 394021.779),51640813,WW,nee,-0.471,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2025-12-15T20:13:20+01:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.077347209 51.527832332),nee,NAP,GMW49A162433,2019-01-01,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,-0.513,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-1.071,-2.071,0.558,1.0,64107.184,394021.779,POINT (64107.184 394021.779),100002.0,1000.02,-19.20247995862648,Os
GMW000000112511-1,GMW000000112511,1,NEN5766,RDNAPTRANS2018,nee,POINT (42713.797 412441.825),51640813,publiekeTaak,nee,-1.049,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,kwaliteit,NAP,1,2025-12-15T20:13:38+01:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (3.763236652 51.689485682),nee,NAP,GMW42G162434,2021-01-01,kokerNietMetaal,nee,,standaardbuis,ja,nee,0,28,nee,gebruiksklaar,-0.999,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-3.149,-4.149,2.15,,42713.797,412441.825,POINT (42713.797 412441.825),4388.0,43.88,-1058.5643039457643,Os
GMW000000112512-1,GMW000000112512,1,NEN5766,RDNAPTRANS2018,nee,POINT (63212.381 394824.798),51640813,WW,nee,5.17,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2025-12-15T20:13:56+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (4.064245425 51.534903503),nee,NAP,GMW49A162435,2007-01-01,potNietWaterdicht,ja,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,4.99,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,1.99,0.99,3.0,1.0,63212.381,394824.798,POINT (63212.381 394824.798),98279.0,982.79,8.978177079564784,Os
GMW000000112513-1,GMW000000112513,1,NEN5766,RDNAPTRANS2018,nee,POINT (63326.567 405686.881),51640813,publiekeTaak,nee,0.512,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,kwaliteit,NAP,1,2025-12-15T20:14:15+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (4.06304506 51.632536135),nee,NAP,GMW43C162436,2017-01-01,kokerNietMetaal,ja,,standaardbuis,ja,onbekend,0,28,nee,gebruiksklaar,0.552,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,onbekend,1,geen,-1.048,-2.048,1.6,,63326.567,405686.881,POINT (63326.567 405686.881),36776.0,367.76,-301.01154325413677,Os
GMW000000112517-1,GMW000000112517,1,NEN5766,RDNAPTRANS2018,nee,POINT (66494.1 402336.997),51640813,WW,nee,1.059,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2025-12-15T20:15:28+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (4.10963538 51.602940248),nee,NAP,GMW43C162440,2016-01-01,kokerNietMetaal,ja,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,1.36,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-1.941,-2.941,3.301,1.0,66494.1,402336.997,POINT (66494.1 402336.997),77751.0,777.51,-20.011602509616935,Os
GMW000000112519-1,GMW000000112519,1,NEN5766,RDNAPTRANS2018,nee,POINT (66348.612 393623.854),51640813,WW,nee,3.21,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2025-12-15T20:16:05+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (4.109741185 51.524613941),nee,NAP,GMW49A162442,2007-01-01,kokerNietMetaal,ja,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,3.28,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-9.72,-10.72,13.0,1.0,66348.612,393623.854,POINT (66348.612 393623.854),102500.0,1025.0,10.420602630372397,Os
GMW000000112521-1,GMW000000112521,1,NEN5766,RDNAPTRANS2018,nee,POINT (62306.64 396531.212),51640813,WW,nee,4.974,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2025-12-15T20:16:41+01:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.050743126 51.550089862),nee,NAP,GMW49A162444,2018-01-01,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,4.932,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,0.974,-0.026,3.958,1.0,62306.64,396531.212,POINT (62306.64 396531.212),96100.0,961.0,7.415325637061754,Os
GMW000000112522-1,GMW000000112522,1,NEN5766,RDNAPTRANS2018,nee,POINT (63247.297 405658.287),51640813,publiekeTaak,nee,0.527,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,kwaliteit,NAP,1,2025-12-15T20:16:59+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (4.061907877 51.63226621),nee,NAP,GMW43C162445,2017-01-01,kokerNietMetaal,ja,,standaardbuis,ja,onbekend,0,28,nee,gebruiksklaar,0.627,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,onbekend,1,geen,-1.373,-2.373,2.0,,63247.297,405658.287,POINT (63247.297 405658.287),36704.0,367.04,-309.05951894906394,Os
GMW000000112524-1,GMW000000112524,1,NEN5766,RDNAPTRANS2018,nee,POINT (62407.256 396249.231),51640813,WW,nee,5.224,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2025-12-15T20:17:54+01:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.05226791 51.547572383),nee,NAP,GMW49A162447,2018-01-01,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,5.108,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,1.225,0.225,3.883,1.0,62407.256,396249.231,POINT (62407.256 396249.231),96399.0,963.99,5.791575105402777,Os
GMW000000112527-1,GMW000000112527,1,NEN5766,RDNAPTRANS2018,nee,POINT (74815.263 395280.432),51640813,publiekeTaak,nee,0.532,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,kwaliteit,NAP,1,2025-12-15T20:18:49+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (4.2313407 51.540772055),nee,NAP,GMW49B162450,2017-01-01,kokerNietMetaal,ja,,standaardbuis,ja,onbekend,0,28,nee,gebruiksklaar,0.552,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,onbekend,1,geen,-1.448,-2.448,2.0,,74815.263,395280.432,POINT (74815.263 395280.432),108012.0,1080.12,-4743.1024371856465,Os
GMW000000112528-1,GMW000000112528,1,NEN5766,RDNAPTRANS2018,nee,POINT (63743.409 394159.493),51640813,WW,nee,5.17,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2025-12-15T20:19:07+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (4.072070351 51.52901103),nee,NAP,GMW49A162451,2007-01-01,potNietWaterdicht,ja,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,5.07,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-11.93,-12.93,17.0,1.0,63743.409,394159.493,POINT (63743.409 394159.493),99579.0,995.79,8.430241999203282,Os
GMW000000112530-1,GMW000000112530,1,NEN5766,RDNAPTRANS2018,nee,POINT (42714.747 412471.077),51640813,publiekeTaak,nee,-1.072,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,kwaliteit,NAP,1,2025-12-15T20:19:44+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (3.76324095 51.689748718),nee,NAP,GMW42G162453,2017-01-01,kokerNietMetaal,ja,,standaardbuis,ja,onbekend,0,28,nee,gebruiksklaar,-1.012,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,onbekend,1,geen,-2.562,-3.562,1.55,,42714.747,412471.077,POINT (42714.747 412471.077),4388.0,43.88,-1080.6446678341279,Os
GMW000000112534-1,GMW000000112534,1,NEN5766,RDNAPTRANS2018,nee,POINT (64601.541 393947.788),51640813,WW,nee,3.42,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2025-12-15T20:20:57+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (4.08448869 51.527247052),nee,NAP,GMW49A162457,2007-01-01,potNietWaterdicht,ja,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,3.38,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-10.62,-11.62,14.0,1.0,64601.541,393947.788,POINT (64601.541 393947.788),100501.0,1005.01,11.171382643394976,Os
GMW000000112535-1,GMW000000112535,1,NEN5766,RDNAPTRANS2018,nee,POINT (60796.896 397430.845),51640813,WW,nee,7.912,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2025-12-15T20:21:15+01:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.028739532 51.557923508),nee,NAP,GMW49A162458,2018-01-01,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,7.814,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,0.412,-0.588,7.402,1.0,60796.896,397430.845,POINT (60796.896 397430.845),94099.0,940.99,-1.1151515520419109,Os
GMW000000112537-1,GMW000000112537,1,NEN5766,RDNAPTRANS2018,nee,POINT (64046.434 397048.416),51640813,publiekeTaak,nee,-0.984,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,kwaliteit,NAP,1,2025-12-15T20:21:52+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (4.075687068 51.555022012),nee,NAP,GMW49A162460,2017-01-01,kokerNietMetaal,ja,,standaardbuis,ja,onbekend,0,28,nee,gebruiksklaar,-0.954,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,onbekend,1,geen,-3.954,-4.954,3.0,,64046.434,397048.416,POINT (64046.434 397048.416),97105.0,971.05,-1565.846945905655,Os
GMW000000112538-1,GMW000000112538,1,NEN5766,RDNAPTRANS2018,nee,POINT (64034.934 397019.143),51640813,publiekeTaak,nee,-1.046,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,kwaliteit,NAP,1,2025-12-15T20:22:11+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (4.075528882 51.554757083),nee,NAP,GMW49A162461,2017-01-01,kokerNietMetaal,ja,,standaardbuis,ja,onbekend,0,28,nee,gebruiksklaar,-1.026,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,onbekend,1,geen,-3.026,-4.026,2.0,,64034.934,397019.143,POINT (64034.934 397019.143),97105.0,971.05,-1536.5266999550436,Os
GMW000000112539-1,GMW000000112539,1,NEN5766,RDNAPTRANS2018,nee,POINT (63346.864 405675.247),51640813,publiekeTaak,nee,0.569,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,kwaliteit,NAP,1,2025-12-15T20:22:29+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (4.063341214 51.632434902),nee,NAP,GMW43C162462,2017-01-01,kokerNietMetaal,ja,,standaardbuis,ja,onbekend,0,28,nee,gebruiksklaar,0.599,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,onbekend,1,geen,-1.401,-2.401,2.0,,63346.864,405675.247,POINT (63346.864 405675.247),36789.0,367.89,-281.79459848239543,Os
GMW000000112540-1,GMW000000112540,1,NEN5766,RDNAPTRANS2018,nee,POINT (63756.104 394144.081),51640813,WW,nee,5.2,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2025-12-15T20:22:47+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (4.072257265 51.528874586),nee,NAP,GMW49A162463,2007-01-01,potNietWaterdicht,ja,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,5.14,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-10.86,-11.86,16.0,1.0,63756.104,394144.081,POINT (63756.104 394144.081),99599.0,995.99,7.3981037630543565,Os
GMW000000112541-1,GMW000000112541,1,NEN5766,RDNAPTRANS2018,nee,POINT (50297.121 411009.082),51640813,publiekeTaak,nee,-1.65,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,kwaliteit,NAP,1,2025-12-15T20:23:06+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (3.873305248 51.678080392),nee,NAP,GMW42H162464,2017-01-01,kokerNietMetaal,ja,,standaardbuis,ja,onbekend,0,28,nee,gebruiksklaar,-1.62,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,onbekend,1,geen,-3.92,-4.92,2.3,,50297.121,411009.082,POINT (50297.121 411009.082),13552.0,135.52,-632.9004164076242,Os
GMW000000112543-1,GMW000000112543,1,NEN5766,RDNAPTRANS2018,nee,POINT (74807.884 395316.962),51640813,publiekeTaak,nee,0.426,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,kwaliteit,NAP,1,2025-12-15T20:23:44+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (4.231226002 51.541099304),nee,NAP,GMW49B162466,2017-01-01,kokerNietMetaal,ja,,standaardbuis,ja,onbekend,0,28,nee,gebruiksklaar,0.456,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,onbekend,1,geen,-1.544,-2.544,2.0,,74807.884,395316.962,POINT (74807.884 395316.962),108012.0,1080.12,-4758.735613687264,Os
GMW000000112545-1,GMW000000112545,1,NEN5766,RDNAPTRANS2018,nee,POINT (66224.455 402493.723),51640813,WW,nee,3.596,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2025-12-15T20:24:21+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (4.105704237 51.604306133),nee,NAP,GMW43C162468,2016-01-01,potNietWaterdicht,ja,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,3.446,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,1.596,0.596,1.85,1.0,66224.455,402493.723,POINT (66224.455 402493.723),78165.0,781.65,32.58954939975,Os
GMW000000112545-2,GMW000000112545,2,NEN5766,RDNAPTRANS2018,nee,POINT (66224.455 402493.723),51640813,WW,nee,3.596,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,2,2025-12-15T20:24:21+01:00,0,51640813,IMBRO/A,geregistreerd,nee,nee,POINT (4.105704237 51.604306133),nee,NAP,GMW43C162468,2016-01-01,potNietWaterdicht,ja,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,3.496,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-4.904,-5.904,8.4,1.0,66224.455,402493.723,POINT (66224.455 402493.723),78165.0,781.65,32.58954939975,Os
