x,y,name,region,dp
63843.76009999961,403428.8324000016,Oosterschelde,Os,811.5
63796.0223999992,403413.96550000086,Oosterschelde,Os,812.0
63748.02039999887,403399.9866000004,Oosterschelde,Os,812.5
63699.68780000135,403387.2166999988,Oosterschelde,Os,813.0
63650.76729999855,403377.08579999954,Oosterschelde,Os,813.5
63600.91899999976,403373.40790000185,Oosterschelde,Os,814.0
63550.94729999825,403371.756000001,Oosterschelde,Os,814.5
63500.992800001055,403369.71489999816,Oosterschelde,Os,815.0
63451.4924999997,403362.92969999835,Oosterschelde,Os,815.5
63402.914400000125,403351.3533000015,Oosterschelde,Os,816.0
63365.73919999972,403318.882100001,Oosterschelde,Os,816.5
63334.03099999949,403280.22580000013,Oosterschelde,Os,817.0
63301.89189999923,403241.9237000011,Oosterschelde,Os,817.5
63269.83999999985,403203.5498000011,Oosterschelde,Os,818.0
63238.55620000139,403164.5469000004,Oosterschelde,Os,818.5
63206.98919999972,403125.7820999995,Oosterschelde,Os,819.0
63168.148499999195,403094.88219999894,Oosterschelde,Os,819.5
63120.57229999825,403081.6048000008,Oosterschelde,Os,820.0
63072.083099998534,403091.1224000007,Oosterschelde,Os,820.5
63029.91860000044,403117.7430000007,Oosterschelde,Os,821.0
62989.82660000026,403147.618999999,Oosterschelde,Os,821.5
62945.94579999894,403154.81650000066,Oosterschelde,Os,822.0
62900.14919999987,403134.75019999966,Oosterschelde,Os,822.5
62854.422699999064,403114.52540000156,Oosterschelde,Os,823.0
62806.800799999386,403101.91699999943,Oosterschelde,Os,823.5
62760.337900001556,403086.9193000011,Oosterschelde,Os,824.0
62717.07660000026,403061.8522000015,Oosterschelde,Os,824.5
62669.14939999953,403053.6840999983,Oosterschelde,Os,825.0
62620.821600001305,403051.4847000018,Oosterschelde,Os,825.5
62586.53299999982,403015.1020000018,Oosterschelde,Os,826.0
62552.0289000012,402978.9158000015,Oosterschelde,Os,826.5
62517.48800000176,402942.7648999989,Oosterschelde,Os,827.0
62483.401099998504,402906.1860000007,Oosterschelde,Os,827.5
62448.67300000042,402870.21599999815,Oosterschelde,Os,828.0
62414.071400001645,402834.1253999993,Oosterschelde,Os,828.5
62379.80389999971,402797.7148000002,Oosterschelde,Os,829.0
62345.24060000107,402761.5855999999,Oosterschelde,Os,829.5
62310.64400000125,402725.48790000007,Oosterschelde,Os,830.0
62276.47679999843,402688.9847000018,Oosterschelde,Os,830.5
62241.9776000008,402652.79349999875,Oosterschelde,Os,831.0
62207.293900001794,402616.77980000153,Oosterschelde,Os,831.5
62172.513099998236,402580.85909999907,Oosterschelde,Os,832.0
62138.47890000045,402544.2388000004,Oosterschelde,Os,832.5
62103.034299999475,402509.03649999946,Oosterschelde,Os,833.0
62055.702799998224,402510.81159999967,Oosterschelde,Os,833.5
62012.3396999985,402535.67069999874,Oosterschelde,Os,834.0
61968.42379999906,402559.569600001,Oosterschelde,Os,834.5
61925.50510000065,402548.3872000016,Oosterschelde,Os,835.0
61888.139600001276,402515.17280000076,Oosterschelde,Os,835.5
61843.47599999979,402498.0949999988,Oosterschelde,Os,836.0
61793.628800000995,402501.91110000014,Oosterschelde,Os,836.5
61743.70179999992,402504.3729999997,Oosterschelde,Os,837.0
61693.73270000145,402506.06610000134,Oosterschelde,Os,837.5
61644.39759999886,402512.9574000016,Oosterschelde,Os,838.0
61599.376499999315,402534.2857999988,Oosterschelde,Os,838.5
61565.79340000078,402511.40890000015,Oosterschelde,Os,839.0
61542.53049999848,402467.1510999985,Oosterschelde,Os,839.5
61518.2014000006,402423.50609999895,Oosterschelde,Os,840.0
61479.78559999913,402392.2901000008,Oosterschelde,Os,840.5
61437.936599999666,402364.9470999986,Oosterschelde,Os,841.0
61396.44669999927,402337.04410000145,Oosterschelde,Os,841.5
61354.72810000181,402309.48640000075,Oosterschelde,Os,842.0
61313.06289999932,402281.8482999988,Oosterschelde,Os,842.5
61271.38830000162,402254.2237999998,Oosterschelde,Os,843.0
61230.068900000304,402226.0881999992,Oosterschelde,Os,843.5
61188.69669999927,402198.01410000026,Oosterschelde,Os,844.0
61147.22960000113,402170.08210000023,Oosterschelde,Os,844.5
61105.16490000114,402143.0562000014,Oosterschelde,Os,845.0
61063.843400001526,402114.9048999995,Oosterschelde,Os,845.5
61022.05860000104,402087.45010000095,Oosterschelde,Os,846.0
60981.00769999996,402058.9140999988,Oosterschelde,Os,846.5
60942.24570000172,402027.3418999985,Oosterschelde,Os,847.0
60903.50860000029,401995.72879999876,Oosterschelde,Os,847.5
60864.38760000095,401964.5938999988,Oosterschelde,Os,848.0
60825.33729999885,401933.36840000004,Oosterschelde,Os,848.5
60785.696800000966,401902.8971000016,Oosterschelde,Os,849.0
60745.316899999976,401873.4631999992,Oosterschelde,Os,849.5
60703.81819999963,401845.5925000012,Oosterschelde,Os,850.0
60662.300000000745,401817.73530000076,Oosterschelde,Os,850.5
60620.73570000008,401789.94509999827,Oosterschelde,Os,851.0
60578.91429999843,401762.54289999977,Oosterschelde,Os,851.5
60534.72250000015,401739.64070000127,Oosterschelde,Os,852.0
60485.076900001615,401740.4561999999,Oosterschelde,Os,852.5
60441.99980000034,401764.8379999995,Oosterschelde,Os,853.0
60403.61710000038,401796.88069999963,Oosterschelde,Os,853.5
60365.09650000185,401828.75030000135,Oosterschelde,Os,854.0
60326.449999999255,401860.4156999998,Oosterschelde,Os,854.5
60280.69029999897,401854.61510000005,Oosterschelde,Os,855.0
60236.83960000053,401830.59219999984,Oosterschelde,Os,855.5
60193.21279999986,401806.16530000046,Oosterschelde,Os,856.0
60149.534699998796,401781.8313000016,Oosterschelde,Os,856.5
60105.81720000133,401757.56700000167,Oosterschelde,Os,857.0
60061.96229999885,401733.55209999904,Oosterschelde,Os,857.5
60018.163600001484,401709.43620000035,Oosterschelde,Os,858.0
59974.36969999969,401685.31329999864,Oosterschelde,Os,858.5
59930.61410000175,401661.1174999997,Oosterschelde,Os,859.0
59886.775400001556,401637.07510000095,Oosterschelde,Os,859.5
59842.998500000685,401612.92020000145,Oosterschelde,Os,860.0
59799.20560000092,401588.80319999903,Oosterschelde,Os,860.5
59755.563400000334,401564.4061000012,Oosterschelde,Os,861.0
59709.98889999837,401544.2597000003,Oosterschelde,Os,861.5
59664.3049999997,401559.7355999984,Oosterschelde,Os,862.0
59622.86789999902,401587.7166999988,Oosterschelde,Os,862.5
59581.80409999937,401616.2375999987,Oosterschelde,Os,863.0
59540.678599998355,401644.66589999944,Oosterschelde,Os,863.5
59498.16050000116,401670.6196000017,Oosterschelde,Os,864.0
59451.659699998796,401661.7857999988,Oosterschelde,Os,864.5
59413.55150000006,401629.7542999983,Oosterschelde,Os,865.0
59364.814399998635,401622.96719999984,Oosterschelde,Os,865.5
59318.19810000062,401608.4626000002,Oosterschelde,Os,866.0
59274.44750000164,401584.2822000012,Oosterschelde,Os,866.5
59229.31859999895,401568.873300001,Oosterschelde,Os,867.0
59204.66099999845,401537.0011,Oosterschelde,Os,867.5
59245.37180000171,401508.0164999999,Oosterschelde,Os,868.0
59286.03440000117,401478.9219999984,Oosterschelde,Os,868.5
59292.17080000043,401445.26099999994,Oosterschelde,Os,869.0
59277.29610000178,401427.43299999833,Oosterschelde,Os,869.5
59230.06309999898,401426.14090000093,Oosterschelde,Os,870.0
59180.20949999988,401422.42390000075,Oosterschelde,Os,870.5
59130.31980000064,401419.20899999887,Oosterschelde,Os,871.0
59080.393599998206,401416.8269000016,Oosterschelde,Os,871.5
59030.53799999878,401413.08089999855,Oosterschelde,Os,872.0
58980.62750000134,401410.1229000017,Oosterschelde,Os,872.5
58930.73119999841,401406.93189999834,Oosterschelde,Os,873.0
58880.814599998295,401404.05490000173,Oosterschelde,Os,873.5
58830.93299999833,401400.63390000165,Oosterschelde,Os,874.0
58781.03200000152,401397.5208999999,Oosterschelde,Os,874.5
58731.10539999977,401394.8128999993,Oosterschelde,Os,875.0
58681.22529999912,401391.36089999974,Oosterschelde,Os,875.5
58631.33439999819,401388.0909000002,Oosterschelde,Os,876.0
58581.444299999624,401384.7978999987,Oosterschelde,Os,876.5
58531.57679999992,401381.16789999977,Oosterschelde,Os,877.0
58481.6660999991,401378.19790000096,Oosterschelde,Os,877.5
58431.759899999946,401375.1699000001,Oosterschelde,Os,878.0
58381.835000000894,401372.43989999965,Oosterschelde,Os,878.5
58332.191100001335,401367.68499999866,Oosterschelde,Os,879.0
58287.0485999994,401347.8033000007,Oosterschelde,Os,879.5
58242.11199999973,401325.8834999986,Oosterschelde,Os,880.0
58197.88569999859,401302.7168999985,Oosterschelde,Os,880.5
58166.213799998164,401264.1704999991,Oosterschelde,Os,881.0
58134.6799999997,401225.3726999983,Oosterschelde,Os,881.5
58103.30009999871,401186.44579999894,Oosterschelde,Os,882.0
58071.63720000163,401147.7628000006,Oosterschelde,Os,882.5
58047.48330000043,401103.99159999937,Oosterschelde,Os,883.0
58023.55029999837,401060.0916999988,Oosterschelde,Os,883.5
57999.55719999969,401016.2245000005,Oosterschelde,Os,884.0
57975.64110000059,400972.31540000066,Oosterschelde,Os,884.5
57951.57629999891,400928.4877999984,Oosterschelde,Os,885.0
57927.51830000058,400884.65670000017,Oosterschelde,Os,885.5
57903.57050000131,400840.7650000006,Oosterschelde,Os,886.0
57879.64539999887,400796.86100000143,Oosterschelde,Os,886.5
57855.411400001496,400753.1270000003,Oosterschelde,Os,887.0
57832.363299999386,400708.79729999974,Oosterschelde,Os,887.5
57821.802799999714,400660.0617999993,Oosterschelde,Os,888.0
57812.32149999961,400611.07250000164,Oosterschelde,Os,888.5
57802.42669999972,400562.1422000006,Oosterschelde,Os,889.0
57795.39979999885,400512.6405000016,Oosterschelde,Os,889.5
57788.315900001675,400463.1469999999,Oosterschelde,Os,890.0
57785.64189999923,400413.25549999997,Oosterschelde,Os,890.5
57778.930700000376,400363.71229999885,Oosterschelde,Os,891.0
57771.48779999837,400314.2694000006,Oosterschelde,Os,891.5
57763.99879999831,400264.8363999985,Oosterschelde,Os,892.0
57760.855099998415,400215.0302999988,Oosterschelde,Os,892.5
57763.313999999315,400165.09479999915,Oosterschelde,Os,893.0
57765.77210000157,400115.15790000185,Oosterschelde,Os,893.5
57775.62759999931,400066.2782999985,Oosterschelde,Os,894.0
57792.985599998385,400019.4807999991,Oosterschelde,Os,894.5
57820.32110000029,399977.7435000017,Oosterschelde,Os,895.0
57850.12559999898,399937.6042999998,Oosterschelde,Os,895.5
57880.281100001186,399897.7335000001,Oosterschelde,Os,896.0
57910.42119999975,399857.8392999992,Oosterschelde,Os,896.5
57940.45969999954,399817.870099999,Oosterschelde,Os,897.0
57970.50409999862,399777.90359999985,Oosterschelde,Os,897.5
58000.66580000147,399738.02870000154,Oosterschelde,Os,898.0
58030.44099999964,399697.86569999903,Oosterschelde,Os,898.5
58060.601900000125,399657.98690000176,Oosterschelde,Os,899.0
58090.51999999955,399617.9266999997,Oosterschelde,Os,899.5
58121.452100001276,399578.7820999995,Oosterschelde,Os,900.0
58168.362700000405,399564.13479999825,Oosterschelde,Os,900.5
58218.033700000495,399558.43180000037,Oosterschelde,Os,901.0
58267.637499999255,399552.15879999846,Oosterschelde,Os,901.5
58317.19299999997,399545.50890000165,Oosterschelde,Os,902.0
58366.8088000007,399539.3418000005,Oosterschelde,Os,902.5
58416.38740000129,399532.8947999999,Oosterschelde,Os,903.0
58466.045299999416,399527.05689999834,Oosterschelde,Os,903.5
58515.63399999961,399520.66789999977,Oosterschelde,Os,904.0
58565.19040000066,399514.0278000012,Oosterschelde,Os,904.5
58614.78240000084,399507.65480000153,Oosterschelde,Os,905.0
58664.37739999965,399501.3178000003,Oosterschelde,Os,905.5
58713.97879999876,399495.0197999999,Oosterschelde,Os,906.0
58763.53500000015,399488.37790000066,Oosterschelde,Os,906.5
58813.15980000049,399482.26680000126,Oosterschelde,Os,907.0
58862.765200000256,399476.01480000094,Oosterschelde,Os,907.5
58912.37779999897,399469.80480000004,Oosterschelde,Os,908.0
58961.96350000054,399463.39079999924,Oosterschelde,Os,908.5
59011.50140000135,399456.65879999846,Oosterschelde,Os,909.0
59061.112500000745,399450.435800001,Oosterschelde,Os,909.5
59110.79050000012,399446.0951000005,Oosterschelde,Os,910.0
59159.81239999831,399455.7533,Oosterschelde,Os,910.5
59209.085000000894,399460.5320999995,Oosterschelde,Os,911.0
59252.91299999878,399440.11609999835,Oosterschelde,Os,911.5
59289.3759999983,399405.9050000012,Oosterschelde,Os,912.0
59324.12799999863,399369.9807999991,Oosterschelde,Os,912.5
59356.08419999853,399331.5395999998,Oosterschelde,Os,913.0
59387.66389999911,399292.7800000012,Oosterschelde,Os,913.5
59419.30600000173,399254.06969999894,Oosterschelde,Os,914.0
59450.648099999875,399215.1125999987,Oosterschelde,Os,914.5
59482.161200001836,399176.29360000044,Oosterschelde,Os,915.0
59513.316100001335,399137.18769999966,Oosterschelde,Os,915.5
59544.88089999929,399098.4118999988,Oosterschelde,Os,916.0
59576.66409999877,399059.8137000017,Oosterschelde,Os,916.5
59608.041999999434,399020.8856999986,Oosterschelde,Os,917.0
59639.53579999879,398982.05099999905,Oosterschelde,Os,917.5
59671.01689999923,398943.20589999855,Oosterschelde,Os,918.0
59702.338599998504,398904.23220000044,Oosterschelde,Os,918.5
59734.28799999878,398865.8099000007,Oosterschelde,Os,919.0
59772.75820000097,398834.0262000002,Oosterschelde,Os,919.5
59816.60029999912,398810.08839999884,Oosterschelde,Os,920.0
59861.248700000346,398787.5841999985,Oosterschelde,Os,920.5
59906.01240000129,398765.3082999997,Oosterschelde,Os,921.0
59950.852499999106,398743.18829999864,Oosterschelde,Os,921.5
59995.55640000105,398720.80629999936,Oosterschelde,Os,922.0
60040.2947999984,398698.4800999984,Oosterschelde,Os,922.5
60084.90269999951,398675.89609999955,Oosterschelde,Os,923.0
60129.697200000286,398653.68239999935,Oosterschelde,Os,923.5
60174.07470000163,398630.65410000086,Oosterschelde,Os,924.0
60218.678599998355,398608.0601999983,Oosterschelde,Os,924.5
60263.6715000011,398586.25829999894,Oosterschelde,Os,925.0
60308.327100001276,398563.76839999855,Oosterschelde,Os,925.5
60352.97349999845,398541.2591999993,Oosterschelde,Os,926.0
60398.80759999901,398521.39240000024,Oosterschelde,Os,926.5
60445.99210000038,398504.8515999988,Oosterschelde,Os,927.0
60493.002099998295,398487.8216000013,Oosterschelde,Os,927.5
60540.039200000465,398470.86659999937,Oosterschelde,Os,928.0
60587.09250000119,398453.9554999992,Oosterschelde,Os,928.5
60634.207600001246,398437.2173999995,Oosterschelde,Os,929.0
60681.39110000059,398420.6735999994,Oosterschelde,Os,929.5
60728.564199998975,398404.1026000008,Oosterschelde,Os,930.0
60774.240299999714,398383.8203999996,Oosterschelde,Os,930.5
60820.21499999985,398364.49639999866,Oosterschelde,Os,931.0
60856.80710000172,398330.8136,Oosterschelde,Os,931.5
60883.76040000096,398289.0819000006,Oosterschelde,Os,932.0
60894.178199999034,398240.371199999,Oosterschelde,Os,932.5
60899.70919999853,398190.6785000004,Oosterschelde,Os,933.0
60905.26610000059,398140.9897999987,Oosterschelde,Os,933.5
60911.11620000005,398091.33359999955,Oosterschelde,Os,934.0
60916.76920000091,398041.6541999988,Oosterschelde,Os,934.5
60922.26419999823,397991.9571999982,Oosterschelde,Os,935.0
60927.86620000005,397942.2725000009,Oosterschelde,Os,935.5
60933.553199999034,397892.59739999846,Oosterschelde,Os,936.0
60938.724100001156,397842.866799999,Oosterschelde,Os,936.5
60943.68219999969,397793.1145000011,Oosterschelde,Os,937.0
60946.91679999977,397743.31379999965,Oosterschelde,Os,937.5
60936.56749999896,397694.75769999996,Oosterschelde,Os,938.0
60915.87339999899,397649.2868999988,Oosterschelde,Os,938.5
60891.072200000286,397605.87970000133,Oosterschelde,Os,939.0
60865.95639999956,397562.6458999999,Oosterschelde,Os,939.5
60841.424400001764,397519.0788999982,Oosterschelde,Os,940.0
60816.56230000034,397475.7017999999,Oosterschelde,Os,940.5
60795.685600001365,397430.5802000016,Oosterschelde,Os,941.0
60791.74100000039,397380.87040000036,Oosterschelde,Os,941.5
60800.67850000039,397331.88529999927,Oosterschelde,Os,942.0
60816.6678000018,397286.9679000005,Oosterschelde,Os,942.5
60849.34319999814,397249.3169,Oosterschelde,Os,943.0
60889.50580000132,397219.8526000008,Oosterschelde,Os,943.5
60936.45320000127,397202.8126000017,Oosterschelde,Os,944.0
60984.311000000685,397188.3566999994,Oosterschelde,Os,944.5
61028.51069999859,397165.6224000007,Oosterschelde,Os,945.0
61063.01220000163,397129.5476000011,Oosterschelde,Os,945.5
61095.94990000129,397091.93200000003,Oosterschelde,Os,946.0
61133.09439999983,397058.73409999907,Oosterschelde,Os,946.5
61178.41629999876,397038.069600001,Oosterschelde,Os,947.0
61226.64039999992,397024.88069999963,Oosterschelde,Os,947.5
61275.479200001806,397014.1677000001,Oosterschelde,Os,948.0
61324.45650000125,397004.1097000018,Oosterschelde,Os,948.5
61373.48550000042,396994.30370000005,Oosterschelde,Os,949.0
61422.555500000715,396984.7056999989,Oosterschelde,Os,949.5
61471.59970000014,396974.98259999976,Oosterschelde,Os,950.0
